County,Year,Sex,Age,White,Hispanic,Asian,Pac.Isl,Black,Amer.Ind,Multirace
45,2000,F,47,1213,46,21,2,5,39,29
45,2000,F,48,1137,40,25,2,5,34,22
45,2000,F,49,1103,49,22,3,5,28,26
45,2000,F,50,1110,39,21,6,4,25,21
45,2000,F,51,1072,38,25,2,3,27,13
45,2000,F,52,1135,39,20,1,5,19,24
45,2000,F,53,1116,36,20,0,4,29,24
45,2000,F,54,902,29,13,1,4,23,21
45,2000,F,55,897,35,14,2,5,20,22
45,2000,F,56,947,26,12,2,5,19,14
45,2000,F,57,951,27,8,1,3,27,14
45,2000,F,58,841,33,14,1,4,16,18
45,2000,F,59,809,26,9,1,3,15,19
45,2000,F,60,754,14,11,1,5,15,15
45,2000,F,61,728,17,9,1,3,22,19
45,2000,F,62,698,15,11,0,3,18,25
45,2000,F,63,705,13,12,1,3,14,14
45,2000,F,64,692,16,6,1,2,13,14
45,2000,F,65,670,17,6,1,2,15,18
45,2000,F,66,662,14,7,0,2,10,12
45,2000,F,67,629,18,9,0,3,11,7
45,2000,F,68,661,13,9,0,5,10,13
45,2000,F,69,641,12,11,0,4,9,16
45,2000,F,70,650,18,8,0,3,12,11
45,2000,F,71,628,13,10,0,3,8,6
45,2000,F,72,607,12,9,0,1,8,8
45,2000,F,73,659,12,6,0,1,9,11
45,2000,F,74,644,14,5,1,2,7,9
45,2000,F,75,646,17,6,0,2,7,7
45,2000,F,76,609,12,4,0,3,7,4
45,2000,F,77,565,11,3,0,3,5,5
45,2000,F,78,590,10,2,0,3,6,6
45,2000,F,79,528,10,2,1,1,5,6
45,2000,F,80,484,3,5,1,2,5,6
45,2000,F,81,469,6,2,0,1,6,4
45,2000,F,82,439,8,1,0,1,4,2
45,2000,F,83,389,5,2,0,0,4,2
45,2000,F,84,349,7,3,0,1,4,3
45,2000,F,85,317,6,3,0,1,4,5
45,2000,F,86,281,6,2,0,0,4,2
45,2000,F,87,260,4,2,0,0,4,3
45,2000,F,88,248,2,2,0,0,4,3
45,2000,F,89,196,4,1,0,2,3,3
45,2000,F,90,158,4,1,0,1,2,5
45,2000,F,91,116,2,1,0,1,1,1
45,2000,F,92,103,2,0,0,0,0,0
45,2000,F,93,85,2,0,0,1,0,0
45,2000,F,94,71,2,0,0,0,0,1
45,2000,F,95,50,1,0,0,0,0,0
45,2000,F,96,36,0,0,0,0,0,1
45,2000,F,97,32,0,0,0,0,1,0
45,2000,F,98,32,0,0,0,0,0,0
45,2000,F,99,26,0,0,0,0,0,0
45,2000,F,100,31,0,0,0,0,1,1
45,2000,M,0,721,99,16,0,9,38,58
45,2000,M,1,756,114,19,2,11,46,57
45,2000,M,2,761,107,17,1,8,45,53
45,2000,M,3,772,125,26,2,10,51,52
45,2000,M,4,839,118,23,1,15,49,58
45,2000,M,5,892,99,34,1,12,43,46
45,2000,M,6,906,91,34,0,14,41,51
45,2000,M,7,934,99,40,1,12,44,56
45,2000,M,8,950,102,31,0,12,47,53
45,2000,M,9,1044,116,33,1,11,36,54
45,2000,M,10,1122,117,37,1,13,43,64
45,2000,M,11,1103,97,44,1,13,44,52
45,2000,M,12,1087,93,47,1,16,45,53
45,2000,M,13,1086,107,39,1,13,52,57
45,2000,M,14,1159,110,45,1,12,53,53
45,2000,M,15,1162,119,57,2,15,49,51
45,2000,M,16,1133,104,44,2,12,44,48
45,2000,M,17,1090,115,66,2,11,41,42
45,2000,M,18,1046,99,54,2,15,38,32
45,2000,M,19,972,94,38,0,18,35,31
45,2000,M,20,905,83,29,4,18,27,31
45,2000,M,21,810,84,22,1,10,24,23
45,2000,M,22,716,86,22,1,16,38,22
45,2000,M,23,666,86,21,1,15,37,21
45,2000,M,24,653,73,25,3,15,29,18
45,2000,M,25,619,65,23,2,14,22,17
45,2000,M,26,577,54,13,1,13,21,18
45,2000,M,27,633,54,14,0,8,23,15
45,2000,M,28,654,68,12,2,9,21,19
45,2000,M,29,734,71,11,2,13,26,20
45,2000,M,30,742,76,11,0,12,31,18
45,2000,M,31,745,66,17,1,13,32,15
45,2000,M,32,737,67,19,0,12,28,15
45,2000,M,33,706,66,18,1,14,16,19
45,2000,M,34,774,76,15,1,9,22,16
45,2000,M,35,830,83,24,2,7,23,21
45,2000,M,36,889,77,18,1,12,27,24
45,2000,M,37,890,63,16,2,9,36,24
45,2000,M,38,1028,63,19,1,10,34,23
45,2000,M,39,1036,65,25,2,14,35,22
45,2000,M,40,1032,59,23,3,12,31,24
45,2000,M,41,1042,56,20,3,12,27,17
45,2000,M,42,1096,61,24,3,9,29,21
45,2000,M,43,1090,47,24,3,8,28,29
45,2000,M,44,1086,56,26,1,17,30,21
45,2000,M,45,1113,54,25,1,17,27,18
45,2000,M,46,1105,60,19,2,12,29,17
45,2000,M,47,1110,57,18,3,13,28,22
45,2000,M,48,1065,47,12,3,7,31,20
45,2000,M,49,1070,34,22,2,9,35,20
45,2000,M,50,1108,43,22,3,6,25,18
45,2000,M,51,1087,50,15,1,6,30,21
45,2000,M,52,1065,36,14,1,7,24,22
45,2000,M,53,1054,36,15,0,6,26,26
45,2000,M,54,868,34,10,1,6,19,20
45,2000,M,55,861,27,12,1,7,18,16
45,2000,M,56,877,24,11,2,5,25,13
45,2000,M,57,914,27,8,1,6,17,12
45,2000,M,58,850,26,5,1,4,15,12
45,2000,M,59,807,28,3,1,4,16,11
45,2000,M,60,745,23,11,1,7,13,15
45,2000,M,61,742,21,7,1,5,17,13
45,2000,M,62,673,20,5,1,3,13,11
45,2000,M,63,647,16,7,0,3,12,15
45,2000,M,64,612,13,6,0,3,8,12
45,2000,M,65,624,19,7,0,3,10,13
45,2000,M,66,608,16,4,1,3,12,8
45,2000,M,67,605,19,6,0,3,12,11
45,2000,M,68,574,16,8,0,3,8,10
45,2000,M,69,537,17,5,1,3,4,13
45,2000,M,70,604,15,6,0,3,6,9
45,2000,M,71,545,11,7,1,4,7,4
45,2000,M,72,528,6,8,0,3,5,3
45,2000,M,73,549,6,6,0,2,4,7
45,2000,M,74,490,12,3,0,2,4,6
45,2000,M,75,536,10,6,1,4,4,5
45,2000,M,76,527,8,4,0,4,3,8
45,2000,M,77,479,11,3,0,3,9,4
45,2000,M,78,452,8,3,0,2,7,6
45,2000,M,79,383,7,1,0,1,2,7
45,2000,M,80,351,4,3,0,1,2,7
45,2000,M,81,316,7,4,0,0,3,4
45,2000,M,82,285,7,2,0,2,2,2
45,2000,M,83,259,4,0,0,1,0,2
45,2000,M,84,224,3,0,0,1,2,3
45,2000,M,85,206,3,1,0,1,3,2
45,2000,M,86,172,4,1,0,1,2,1
45,2000,M,87,140,3,2,0,0,0,1
45,2000,M,88,121,2,2,0,0,1,1
45,2000,M,89,86,0,0,0,0,0,2
45,2000,M,90,78,1,0,0,1,0,2
45,2000,M,91,57,0,1,0,0,0,0
45,2000,M,92,52,1,0,0,0,1,0
45,2000,M,93,28,0,0,0,0,1,0
45,2000,M,94,16,0,0,0,0,0,0
45,2000,M,95,22,0,0,0,0,0,0
45,2000,M,96,14,0,0,0,0,0,0
45,2000,M,97,12,0,0,0,0,0,0
45,2000,M,98,11,1,0,0,0,1,0
45,2000,M,99,8,0,0,0,0,0,0
45,2000,M,100,11,1,0,0,0,0,1
46,2000,F,0,12,4,0,0,0,0,1
46,2000,F,1,9,1,0,0,0,0,0
46,2000,F,2,15,1,0,0,0,0,1
46,2000,F,3,12,1,0,0,1,0,1
46,2000,F,4,8,1,0,0,1,0,1
46,2000,F,5,17,1,0,0,0,0,1
46,2000,F,6,19,2,0,0,0,1,2
46,2000,F,7,16,3,0,0,0,1,2
46,2000,F,8,21,2,0,0,0,0,1
46,2000,F,9,19,2,0,0,0,2,0
46,2000,F,10,15,3,0,0,0,1,0
46,2000,F,11,15,3,0,0,1,2,0
46,2000,F,12,18,3,0,0,0,1,1
46,2000,F,13,13,4,0,0,0,1,2
46,2000,F,14,27,3,1,0,0,0,1
46,2000,F,15,33,2,0,1,0,2,1
46,2000,F,16,26,3,0,0,0,2,1
46,2000,F,17,24,1,0,0,0,1,0
46,2000,F,18,19,1,0,0,0,1,0
46,2000,F,19,11,2,0,0,0,0,1
46,2000,F,20,6,1,0,0,0,0,0
46,2000,F,21,7,1,0,0,0,0,0
46,2000,F,22,11,2,0,0,0,0,0
46,2000,F,23,11,1,0,0,0,0,0
46,2000,F,24,9,1,0,0,0,0,0
46,2000,F,25,13,1,0,0,0,0,0
46,2000,F,26,14,1,0,0,0,0,0
46,2000,F,27,10,1,0,0,0,1,0
46,2000,F,28,11,0,0,0,0,0,0
46,2000,F,29,16,1,0,0,0,0,0
46,2000,F,30,15,2,1,0,0,0,0
46,2000,F,31,15,2,0,0,0,0,0
46,2000,F,32,13,1,0,0,0,2,0
46,2000,F,33,14,4,0,0,0,1,0
46,2000,F,34,15,3,0,0,0,0,0
46,2000,F,35,12,3,0,0,0,0,0
46,2000,F,36,20,2,0,0,0,0,0
46,2000,F,37,26,1,0,0,0,1,0
46,2000,F,38,38,0,0,0,0,1,0
46,2000,F,39,26,2,0,0,0,2,0
46,2000,F,40,25,3,0,0,0,2,1
46,2000,F,41,29,2,0,0,0,1,1
46,2000,F,42,24,0,0,0,0,1,1
46,2000,F,43,27,1,2,0,0,0,0
46,2000,F,44,24,0,1,0,0,1,0
46,2000,F,45,24,0,0,0,0,1,0
46,2000,F,46,29,0,0,0,0,1,0
46,2000,F,47,34,1,0,0,0,1,1
46,2000,F,48,32,1,0,0,0,1,0
46,2000,F,49,29,2,0,0,0,0,0
46,2000,F,50,29,0,0,0,0,0,0
46,2000,F,51,23,0,0,0,0,1,1
46,2000,F,52,24,3,0,0,0,0,0
46,2000,F,53,29,1,0,0,0,0,0
46,2000,F,54,27,0,0,0,0,0,0
46,2000,F,55,24,2,0,0,0,0,0
46,2000,F,56,21,1,0,0,0,0,0
46,2000,F,57,24,0,0,0,0,0,0
46,2000,F,58,19,0,0,0,0,0,1
46,2000,F,59,18,0,0,0,0,1,0
46,2000,F,60,25,2,0,0,0,0,1
46,2000,F,61,24,2,0,0,0,1,0
46,2000,F,62,20,0,0,0,0,0,0
46,2000,F,63,24,2,0,0,0,0,0
46,2000,F,64,21,1,0,0,0,0,0
46,2000,F,65,20,1,0,0,0,1,0
46,2000,F,66,18,3,0,0,0,0,0
46,2000,F,67,20,1,0,0,0,0,1
46,2000,F,68,17,2,0,0,0,0,0
46,2000,F,69,19,3,0,0,0,0,1
46,2000,F,70,16,1,0,0,0,0,0
46,2000,F,71,12,0,0,0,0,0,0
46,2000,F,72,14,0,0,0,0,0,0
46,2000,F,73,18,0,0,0,0,0,0
46,2000,F,74,16,0,0,0,0,0,0
46,2000,F,75,6,0,0,0,0,0,0
46,2000,F,76,10,2,0,0,0,0,0
46,2000,F,77,11,1,0,0,0,0,0
46,2000,F,78,11,0,0,0,0,0,0
46,2000,F,79,17,0,0,0,1,0,0
46,2000,F,80,11,0,0,0,0,0,0
46,2000,F,81,11,0,0,0,0,0,0
46,2000,F,82,14,0,0,0,0,0,0
46,2000,F,83,12,0,0,0,0,0,1
46,2000,F,84,7,0,0,0,0,0,0
46,2000,F,85,9,1,0,0,0,0,0
46,2000,F,86,9,0,0,0,0,0,0
46,2000,F,87,4,0,0,0,0,0,0
46,2000,F,88,3,0,0,0,0,0,0
46,2000,F,89,3,0,0,0,0,0,0
46,2000,F,90,3,0,0,0,0,0,0
46,2000,F,91,4,0,0,0,0,0,0
46,2000,F,92,3,0,0,0,0,0,0
46,2000,F,93,3,0,0,0,0,0,0
46,2000,F,94,4,0,0,0,0,0,0
46,2000,F,95,3,0,0,0,0,0,0
46,2000,F,96,2,0,0,0,0,0,0
46,2000,F,97,1,0,0,0,0,0,0
46,2000,F,98,2,0,0,0,0,0,0
46,2000,F,99,2,0,0,0,0,0,0
46,2000,F,100,1,0,0,0,0,0,0
46,2000,M,0,9,3,0,0,0,0,1
46,2000,M,1,8,3,0,0,0,0,1
46,2000,M,2,14,3,0,0,0,0,0
46,2000,M,3,15,1,0,0,0,0,0
46,2000,M,4,20,2,0,0,0,0,0
46,2000,M,5,19,6,0,0,0,1,0
46,2000,M,6,19,3,0,0,0,0,1
46,2000,M,7,17,3,0,0,0,0,1
46,2000,M,8,20,6,0,0,1,0,0
46,2000,M,9,20,2,0,0,0,0,0
46,2000,M,10,25,5,0,1,0,0,2
46,2000,M,11,33,4,0,0,0,1,2
46,2000,M,12,32,2,0,0,0,1,1
46,2000,M,13,33,0,0,0,0,0,0
46,2000,M,14,26,5,0,0,0,1,2
46,2000,M,15,20,2,0,0,0,0,2
46,2000,M,16,25,3,0,0,0,1,0
46,2000,M,17,25,1,0,0,0,2,0
46,2000,M,18,20,2,0,0,0,1,2
46,2000,M,19,17,1,0,0,0,0,1
46,2000,M,20,15,1,0,0,0,0,0
46,2000,M,21,14,0,0,0,0,1,0
46,2000,M,22,7,0,0,0,0,0,0
46,2000,M,23,10,0,0,0,0,0,0
46,2000,M,24,6,0,0,0,0,0,0
46,2000,M,25,8,0,0,0,0,0,0
46,2000,M,26,7,1,0,0,0,0,2
46,2000,M,27,9,0,0,0,0,0,1
46,2000,M,28,10,0,0,0,0,1,0
46,2000,M,29,13,3,0,0,0,0,1
46,2000,M,30,20,4,0,0,0,0,1
46,2000,M,31,18,3,0,0,0,0,0
46,2000,M,32,11,3,0,0,0,0,0
46,2000,M,33,13,2,0,0,0,1,1
46,2000,M,34,20,2,0,0,0,1,0
46,2000,M,35,16,1,0,0,0,0,1
46,2000,M,36,15,2,0,0,0,1,0
46,2000,M,37,18,3,0,0,0,0,1
46,2000,M,38,24,5,0,1,0,0,0
46,2000,M,39,23,1,0,0,0,0,0
46,2000,M,40,28,3,0,0,0,0,0
46,2000,M,41,25,1,0,0,0,0,0
46,2000,M,42,31,2,0,0,0,2,1
46,2000,M,43,28,1,0,0,0,1,0
46,2000,M,44,27,0,0,0,0,2,2
46,2000,M,45,28,1,0,0,0,1,1
46,2000,M,46,24,2,0,0,0,0,0
46,2000,M,47,31,4,0,0,0,0,0
46,2000,M,48,27,3,0,0,0,1,0
46,2000,M,49,40,1,0,0,0,0,0
46,2000,M,50,27,0,0,0,0,0,0
46,2000,M,51,30,2,0,0,0,1,0
46,2000,M,52,30,1,0,0,0,0,0
46,2000,M,53,35,0,0,0,0,0,0
46,2000,M,54,26,0,0,0,0,0,1
46,2000,M,55,25,0,0,0,1,1,1
46,2000,M,56,26,1,0,0,0,0,0
46,2000,M,57,24,0,0,0,0,1,0
46,2000,M,58,24,0,0,0,0,0,0
46,2000,M,59,20,2,0,0,0,0,0
46,2000,M,60,28,1,0,0,0,0,1
46,2000,M,61,24,0,0,0,0,0,0
46,2000,M,62,19,1,0,0,0,0,2
46,2000,M,63,16,0,0,0,0,0,1
46,2000,M,64,15,1,0,0,0,0,0
46,2000,M,65,22,1,0,0,0,1,0
46,2000,M,66,17,0,0,0,0,1,0
46,2000,M,67,22,2,0,0,0,0,0
46,2000,M,68,14,1,0,0,0,0,0
46,2000,M,69,11,0,0,0,0,1,0
46,2000,M,70,14,0,0,0,0,0,1
46,2000,M,71,14,2,1,0,0,0,0
46,2000,M,72,14,2,0,0,0,0,0
46,2000,M,73,11,1,0,0,0,1,0
46,2000,M,74,10,0,0,0,0,0,0
46,2000,M,75,14,0,0,0,0,0,0
46,2000,M,76,15,0,0,0,0,0,0
46,2000,M,77,8,0,0,0,0,0,0
46,2000,M,78,9,0,0,0,0,0,1
46,2000,M,79,11,0,0,0,0,0,1
46,2000,M,80,8,0,0,0,0,0,0
46,2000,M,81,9,1,0,0,0,0,0
46,2000,M,82,7,0,0,0,0,1,0
46,2000,M,83,9,1,0,0,0,0,0
46,2000,M,84,10,0,0,0,0,0,0
46,2000,M,85,5,0,0,0,0,0,0
46,2000,M,86,3,0,0,0,0,0,0
46,2000,M,87,7,1,0,0,0,0,0
46,2000,M,88,4,0,0,0,0,0,0
46,2000,M,89,4,0,0,0,0,0,0
46,2000,M,90,3,0,0,0,0,0,0
46,2000,M,91,2,0,0,0,0,0,0
46,2000,M,92,1,0,0,0,0,0,0
46,2000,M,93,1,0,0,0,0,0,0
46,2000,M,94,2,0,0,0,0,0,0
46,2000,M,95,2,0,0,0,0,0,0
46,2000,M,96,2,0,0,0,0,0,0
46,2000,M,97,1,0,0,0,0,0,0
46,2000,M,98,0,0,0,0,0,0,0
46,2000,M,99,0,0,0,0,0,0,0
46,2000,M,100,0,0,0,0,0,0,0
47,2000,F,0,144,41,4,0,1,8,13
47,2000,F,1,145,33,6,1,1,8,11
47,2000,F,2,145,29,4,0,1,13,10
47,2000,F,3,155,43,4,0,2,13,13
47,2000,F,4,168,42,5,1,3,11,9
47,2000,F,5,168,40,4,0,5,17,13
47,2000,F,6,174,46,4,0,2,16,12
47,2000,F,7,178,39,3,0,5,14,9
47,2000,F,8,214,40,3,0,4,14,13
47,2000,F,9,211,51,8,0,4,17,17
47,2000,F,10,245,47,4,1,4,17,11
47,2000,F,11,243,35,6,0,3,26,11
47,2000,F,12,269,36,7,1,3,25,17
47,2000,F,13,249,40,10,0,5,24,13
47,2000,F,14,273,33,8,0,6,23,12
47,2000,F,15,266,31,10,0,4,18,10
47,2000,F,16,276,34,14,0,8,20,9
47,2000,F,17,294,37,11,0,4,22,9
47,2000,F,18,256,34,8,2,3,18,9
47,2000,F,19,191,27,7,3,6,12,10
47,2000,F,20,147,29,8,3,3,7,9
47,2000,F,21,129,20,5,2,4,6,6
47,2000,F,22,117,20,4,0,4,13,8
47,2000,F,23,116,19,1,1,2,9,4
47,2000,F,24,122,16,2,0,2,10,3
47,2000,F,25,120,19,1,2,3,8,7
47,2000,F,26,99,16,3,2,2,7,4
47,2000,F,27,112,25,3,1,1,4,5
47,2000,F,28,140,20,2,0,2,4,3
47,2000,F,29,146,24,1,0,3,6,6
47,2000,F,30,159,22,0,0,3,10,7
47,2000,F,31,152,20,1,0,1,10,3
47,2000,F,32,133,20,5,1,1,5,4
47,2000,F,33,154,27,4,2,2,7,6
47,2000,F,34,179,27,1,1,3,12,6
47,2000,F,35,207,25,2,1,3,14,7
47,2000,F,36,229,20,6,0,3,16,4
47,2000,F,37,255,22,2,0,3,7,8
47,2000,F,38,265,20,5,1,4,8,8
47,2000,F,39,270,33,4,1,4,16,9
47,2000,F,40,299,33,3,0,6,14,10
47,2000,F,41,305,27,9,0,2,14,9
47,2000,F,42,303,17,8,0,6,15,10
47,2000,F,43,330,19,13,0,4,12,10
47,2000,F,44,360,19,7,0,3,12,11
47,2000,F,45,341,19,4,0,5,17,8
47,2000,F,46,360,27,3,0,6,19,7
47,2000,F,47,374,20,4,0,4,19,8
47,2000,F,48,365,19,5,0,3,11,7
47,2000,F,49,330,17,5,0,3,10,10
47,2000,F,50,322,22,4,0,2,14,11
47,2000,F,51,327,16,5,0,2,12,8
47,2000,F,52,347,12,6,0,6,10,9
47,2000,F,53,325,9,4,0,6,8,7
47,2000,F,54,285,14,3,0,4,9,10
47,2000,F,55,292,9,4,0,4,9,5
47,2000,F,56,273,14,3,0,2,10,5
47,2000,F,57,264,13,3,0,1,6,3
47,2000,F,58,238,11,4,0,1,9,7
47,2000,F,59,229,12,2,0,3,12,4
47,2000,F,60,233,9,2,0,3,5,4
47,2000,F,61,196,11,3,0,4,6,4
47,2000,F,62,213,8,3,0,1,4,4
47,2000,F,63,215,5,2,0,1,8,6
47,2000,F,64,206,8,1,0,4,6,5
47,2000,F,65,210,6,3,0,1,6,6
47,2000,F,66,205,6,1,0,3,7,5
47,2000,F,67,200,6,2,0,5,6,6
47,2000,F,68,197,6,2,0,4,4,7
47,2000,F,69,226,7,0,1,3,6,5
47,2000,F,70,222,7,0,1,4,4,5
47,2000,F,71,212,8,2,0,4,2,3
47,2000,F,72,199,7,3,0,1,2,3
47,2000,F,73,216,8,2,0,3,2,3
47,2000,F,74,182,9,1,0,2,2,3
47,2000,F,75,193,7,0,0,1,6,3
47,2000,F,76,196,7,1,0,1,3,3
47,2000,F,77,173,4,1,0,2,2,3
47,2000,F,78,192,2,2,0,3,4,3
47,2000,F,79,171,1,2,0,1,4,3
47,2000,F,80,137,2,2,0,2,1,3
47,2000,F,81,128,6,1,0,2,2,2
47,2000,F,82,106,6,0,0,0,2,2
47,2000,F,83,107,3,0,0,2,2,3
47,2000,F,84,94,1,0,0,2,1,1
47,2000,F,85,94,0,0,0,2,1,1
47,2000,F,86,84,1,0,0,2,1,0
47,2000,F,87,69,2,0,0,1,1,1
47,2000,F,88,56,1,0,0,0,0,0
47,2000,F,89,44,0,1,0,0,2,1
47,2000,F,90,39,1,0,0,1,1,1
47,2000,F,91,35,1,0,0,0,0,1
47,2000,F,92,30,0,1,0,1,0,0
47,2000,F,93,27,1,0,0,0,0,0
47,2000,F,94,23,0,0,0,0,0,0
47,2000,F,95,19,1,0,0,1,0,1
47,2000,F,96,14,0,0,0,0,1,0
47,2000,F,97,9,0,0,0,1,0,1
47,2000,F,98,6,0,0,0,0,0,0
47,2000,F,99,3,0,0,0,0,0,0
47,2000,F,100,8,0,0,0,0,0,0
47,2000,M,0,158,36,3,0,3,9,12
47,2000,M,1,167,38,4,1,6,10,9
47,2000,M,2,157,33,3,0,5,12,6
47,2000,M,3,174,34,1,0,5,16,9
47,2000,M,4,184,46,1,0,4,14,7
47,2000,M,5,180,31,0,0,6,15,9
47,2000,M,6,196,39,2,0,4,17,8
47,2000,M,7,209,47,3,0,5,17,11
47,2000,M,8,211,40,5,1,4,14,17
47,2000,M,9,212,41,6,0,4,12,13
47,2000,M,10,253,40,6,1,3,20,12
47,2000,M,11,249,44,6,0,5,13,9
47,2000,M,12,275,38,7,0,3,17,16
47,2000,M,13,261,42,7,0,5,21,12
47,2000,M,14,253,38,10,1,6,22,16
47,2000,M,15,297,42,10,1,6,24,13
47,2000,M,16,295,42,11,0,6,15,14
47,2000,M,17,291,45,12,0,7,17,12
47,2000,M,18,244,41,9,3,10,16,10
47,2000,M,19,226,39,4,2,9,12,5
47,2000,M,20,213,36,4,1,11,8,10
47,2000,M,21,158,30,3,0,7,12,8
47,2000,M,22,146,27,1,0,6,10,6
47,2000,M,23,134,28,1,0,4,7,3
47,2000,M,24,111,28,2,0,7,8,8
47,2000,M,25,122,24,1,2,4,7,7
47,2000,M,26,126,23,3,3,3,7,4
47,2000,M,27,114,24,1,1,3,7,3
47,2000,M,28,134,27,1,0,6,6,3
47,2000,M,29,146,24,1,0,6,6,4
47,2000,M,30,155,25,1,0,2,8,4
47,2000,M,31,153,22,1,1,2,7,3
47,2000,M,32,153,26,1,0,3,8,2
47,2000,M,33,138,21,2,0,5,7,3
47,2000,M,34,157,30,3,0,6,8,6
47,2000,M,35,167,28,4,0,7,9,7
47,2000,M,36,188,27,3,0,5,10,9
47,2000,M,37,211,28,3,0,3,15,9
47,2000,M,38,252,31,3,1,3,15,10
47,2000,M,39,240,21,2,1,6,13,8
47,2000,M,40,251,23,3,0,7,10,6
47,2000,M,41,252,21,3,1,5,7,8
47,2000,M,42,280,27,5,1,5,13,10
47,2000,M,43,293,22,6,0,4,13,11
47,2000,M,44,306,23,5,1,4,14,8
47,2000,M,45,303,26,5,0,7,16,11
47,2000,M,46,316,20,5,0,5,12,11
47,2000,M,47,320,18,5,1,3,10,9
47,2000,M,48,333,23,4,0,3,8,8
47,2000,M,49,320,22,6,1,3,12,8
47,2000,M,50,319,20,5,0,2,13,14
47,2000,M,51,347,15,3,0,3,11,8
47,2000,M,52,340,12,4,0,3,8,4
47,2000,M,53,369,15,3,0,1,11,5
47,2000,M,54,286,16,3,0,1,8,6
47,2000,M,55,254,14,3,0,2,8,8
47,2000,M,56,250,14,2,0,3,9,6
47,2000,M,57,278,10,2,0,3,10,5
47,2000,M,58,256,8,3,0,5,7,1
47,2000,M,59,246,4,3,1,4,3,5
47,2000,M,60,247,10,4,0,3,7,4
47,2000,M,61,213,8,1,0,3,8,5
47,2000,M,62,210,11,2,0,3,8,6
47,2000,M,63,219,11,2,0,2,7,7
47,2000,M,64,201,5,0,0,4,7,4
47,2000,M,65,205,7,1,0,2,7,3
47,2000,M,66,184,8,0,0,4,3,3
47,2000,M,67,184,8,0,0,3,2,3
47,2000,M,68,185,6,1,1,2,5,3
47,2000,M,69,189,6,0,0,2,3,3
47,2000,M,70,171,8,1,0,1,6,6
47,2000,M,71,186,8,0,0,4,7,7
47,2000,M,72,195,7,1,0,4,4,3
47,2000,M,73,172,4,0,0,2,4,2
47,2000,M,74,159,3,0,0,2,6,3
47,2000,M,75,158,8,0,0,3,4,4
47,2000,M,76,156,6,1,0,1,3,3
47,2000,M,77,160,9,1,0,2,3,2
47,2000,M,78,142,5,1,0,2,1,2
47,2000,M,79,145,3,0,0,2,0,1
47,2000,M,80,138,2,0,0,1,2,1
47,2000,M,81,98,2,1,0,0,3,1
47,2000,M,82,85,1,1,0,0,2,4
47,2000,M,83,84,2,0,0,0,0,3
47,2000,M,84,76,2,0,0,1,0,2
47,2000,M,85,75,2,0,0,0,0,0
47,2000,M,86,56,2,1,0,0,0,0
47,2000,M,87,40,1,0,0,0,0,1
47,2000,M,88,38,0,0,0,0,1,1
47,2000,M,89,23,0,0,0,0,0,0
47,2000,M,90,18,0,0,0,0,0,1
47,2000,M,91,16,0,0,0,0,0,0
47,2000,M,92,11,0,0,0,0,0,1
47,2000,M,93,14,0,0,0,0,0,0
47,2000,M,94,7,0,0,0,0,1,0
47,2000,M,95,3,0,0,0,1,1,0
47,2000,M,96,3,0,0,0,0,0,0
47,2000,M,97,2,0,0,0,0,0,0
47,2000,M,98,1,0,0,0,0,0,0
47,2000,M,99,0,0,0,0,0,0,0
47,2000,M,100,3,0,0,0,0,0,0
48,2000,F,0,1019,786,241,16,377,13,271
48,2000,F,1,1053,788,274,16,403,11,211
48,2000,F,2,1082,817,288,24,415,11,237
48,2000,F,3,1125,762,287,27,442,13,238
48,2000,F,4,1192,742,319,22,445,9,237
48,2000,F,5,1211,781,326,18,493,17,229
48,2000,F,6,1187,766,303,21,488,21,227
48,2000,F,7,1229,789,343,18,529,15,249
48,2000,F,8,1309,739,333,23,530,14,228
48,2000,F,9,1351,740,332,21,552,22,240
48,2000,F,10,1373,745,366,24,590,17,202
48,2000,F,11,1360,689,385,27,553,22,227
48,2000,F,12,1345,674,369,23,518,22,227
48,2000,F,13,1358,632,369,25,488,20,191
48,2000,F,14,1291,598,407,19,510,17,191
48,2000,F,15,1309,605,394,23,518,20,179
48,2000,F,16,1299,585,390,26,487,14,187
48,2000,F,17,1308,551,423,23,474,17,161
48,2000,F,18,1151,529,387,25,440,12,152
48,2000,F,19,1021,556,348,20,386,17,142
48,2000,F,20,982,555,328,22,374,17,128
48,2000,F,21,969,530,320,17,350,13,97
48,2000,F,22,956,548,334,27,360,12,109
48,2000,F,23,955,548,334,22,342,15,113
48,2000,F,24,993,549,319,22,345,11,106
48,2000,F,25,1047,546,323,26,359,9,89
48,2000,F,26,1076,545,313,22,372,20,101
48,2000,F,27,1032,584,336,25,345,24,102
48,2000,F,28,1119,575,304,23,382,20,92
48,2000,F,29,1317,566,345,28,407,25,86
48,2000,F,30,1347,578,352,28,417,18,87
48,2000,F,31,1293,536,356,20,385,17,81
48,2000,F,32,1304,540,368,22,395,16,82
48,2000,F,33,1325,556,371,28,376,19,95
48,2000,F,34,1434,530,388,23,420,22,95
48,2000,F,35,1606,546,381,27,477,23,91
48,2000,F,36,1644,567,413,21,487,17,88
48,2000,F,37,1686,509,451,21,523,20,81
48,2000,F,38,1730,514,434,16,541,17,97
48,2000,F,39,1768,517,458,25,538,28,101
48,2000,F,40,1831,450,476,34,572,29,101
48,2000,F,41,1769,425,491,24,528,27,102
48,2000,F,42,1792,429,498,27,518,20,84
48,2000,F,43,1859,441,478,26,508,19,74
